Compagnie,Heure_du_départ,Heure_arrivée,Prix,Durée,aéroport,jour_du_vol
ITA,7:30 AM,9:35 AM+1,€274,27 hr 5 min,ORYParis-Orly Airport,2024-09-04
ITA,7:30 AM,9:35 AM+1,€274,27 hr 5 min,ORYParis-Orly Airport,2024-09-04
ITA,7:30 AM,9:35 AM+1,€274,27 hr 5 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM,€274,7 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM,€274,7 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,9:35 AM+1,€274,23 hr 50 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,9:35 AM+1,€274,23 hr 50 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,9:35 AM+1,€274,23 hr 50 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,9:35 AM+1,€274,23 hr 50 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,9:35 AM+1,€274,23 hr 50 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,9:35 AM+1,€274,23 hr 50 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,9:35 AM+1,€274,23 hr 50 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,9:35 AM+1,€274,23 hr 50 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,9:35 AM+1,€274,23 hr 50 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,9:35 AM+1,€274,23 hr 50 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,10:45 AM,5:05 PM+1,€274,31 hr 20 min,ORYParis-Orly Airport,2024-09-04
ITA,7:20 PM,9:35 AM+1,€274,15 hr 15 min,ORYParis-Orly Airport,2024-09-04
ITA,7:20 PM,5:05 PM+1,€274,22 hr 45 min,ORYParis-Orly Airport,2024-09-04
ITA,7:20 PM,5:05 PM+1,€274,22 hr 45 min,ORYParis-Orly Airport,2024-09-04
ITA,7:20 PM,5:05 PM+1,€274,22 hr 45 min,ORYParis-Orly Airport,2024-09-04
ITA,7:20 PM,5:05 PM+1,€274,22 hr 45 min,ORYParis-Orly Airport,2024-09-04
ITA,7:20 PM,5:05 PM+1,€274,22 hr 45 min,ORYParis-Orly Airport,2024-09-04
ITA,7:20 PM,5:05 PM+1,€274,22 hr 45 min,ORYParis-Orly Airport,2024-09-04
ITA,7:20 PM,5:05 PM+1,€274,22 hr 45 min,ORYParis-Orly Airport,2024-09-04
ITA,7:20 PM,5:05 PM+1,€274,22 hr 45 min,ORYParis-Orly Airport,2024-09-04
ITA,9:20 AM,5:05 PM,€275,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,9:20 AM,5:05 PM,€275,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,7:05 PM,9:35 AM+1,€275,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,9:30 PM,9:35 AM+1,€275,13 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,9:30 PM,5:05 PM+1,€275,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,9:30 PM,5:05 PM+1,€275,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,9:30 PM,5:05 PM+1,€275,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,9:30 PM,5:05 PM+1,€275,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,9:30 PM,5:05 PM+1,€275,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,9:30 PM,5:05 PM+1,€275,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,9:30 PM,5:05 PM+1,€275,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,9:30 PM,5:05 PM+1,€275,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,4:50 PM,9:35 AM+1,€294,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,4:50 PM,9:35 AM+1,€294,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-04
ITA,4:50 PM,9:35 AM+1,€294,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Turkish Airlines",10:00 AM,9:05 AM+1,€310,24 hr 5 min,BVABeauvais–Tillé Airport,2024-09-04
Royal Air Maroc,8:00 AM,10:50 AM+1,€312,27 hr 50 min,ORYParis-Orly Airport,2024-09-04
Royal Air Maroc,1:15 PM,10:50 AM+1,€312,22 hr 35 min,ORYParis-Orly Airport,2024-09-04
Royal Air MarocOperated by Electra Airways Ltd,3:10 PM,10:50 AM+1,€312,20 hr 40 min,ORYParis-Orly Airport,2024-09-04
Royal Air Maroc,5:35 PM,10:50 AM+1,€312,18 hr 15 min,ORYParis-Orly Airport,2024-09-04
Royal Air Maroc,7:15 PM,10:50 AM+1,€312,16 hr 35 min,ORYParis-Orly Airport,2024-09-04
Royal Air Maroc,9:40 PM,10:50 AM+1,€312,14 hr 10 min,ORYParis-Orly Airport,2024-09-04
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Turkish Airlines",10:00 AM,10:40 PM,€313,13 hr 40 min,BVABeauvais–Tillé Airport,2024-09-04
Royal Air Maroc,1:05 PM,10:50 AM+1,€315,22 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-04
Royal Air Maroc,6:30 PM,10:50 AM+1,€315,17 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Air Albania, ITA",4:30 PM,5:05 PM+1,€346,25 hr 35 min,BVABeauvais–Tillé Airport,2024-09-04
Royal Air Maroc,8:00 AM,4:55 PM,€371,9 hr 55 min,ORYParis-Orly Airport,2024-09-04
ITA,7:30 AM,9:35 AM+1,€385,27 hr 5 min,ORYParis-Orly Airport,2024-09-04
ITA,7:30 AM,9:35 AM+1,€385,27 hr 5 min,ORYParis-Orly Airport,2024-09-04
ITA,7:30 AM,9:35 AM+1,€385,27 hr 5 min,ORYParis-Orly Airport,2024-09-04
ITA,7:30 AM,9:35 AM+1,€385,27 hr 5 min,ORYParis-Orly Airport,2024-09-04
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Nouvelair Tunisie",4:30 PM,12:30 PM+1,€396,21 hr,BVABeauvais–Tillé Airport,2024-09-04
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, ITA",4:30 PM,9:35 AM+1,€403,18 hr 5 min,BVABeauvais–Tillé Airport,2024-09-04
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Aegean",10:25 AM,11:55 PM,€404,14 hr 30 min,BVABeauvais–Tillé Airport,2024-09-04
Lufthansa,6:05 AM,10:55 AM,€421,5 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,10:35 AM,11:10 PM,€421,13 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,11:30 AM,11:10 PM,€421,12 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,2:30 PM,11:10 PM,€421,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,6:35 PM,11:10 PM,€421,5 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,7:35 PM,11:10 PM,€421,4 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,6:05 AM,11:10 PM,€436,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,8:30 PM,10:50 AM+1,€479,15 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-04
LufthansaOperated by Lufthansa CityLine,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,9:00 AM,11:10 PM,€483,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-04
LufthansaOperated by Lufthansa CityLine,12:10 PM,11:10 PM,€483,12 hr,CDGParis Charles de Gaulle Airport,2024-09-04
LufthansaOperated by Lufthansa CityLine,12:10 PM,11:10 PM,€483,12 hr,CDGParis Charles de Gaulle Airport,2024-09-04
LufthansaOperated by Lufthansa CityLine,12:10 PM,11:10 PM,€483,12 hr,CDGParis Charles de Gaulle Airport,2024-09-04
"LufthansaOperated by Lufthansa CityLine, Lufthansa CityLine",12:10 PM,11:10 PM,€483,12 hr,CDGParis Charles de Gaulle Airport,2024-09-04
LufthansaOperated by Lufthansa CityLine,12:10 PM,11:10 PM,€483,12 hr,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,2:30 PM,11:10 PM,€483,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,2:30 PM,11:10 PM,€483,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,2:30 PM,11:10 PM,€483,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
LufthansaOperated by Lufthansa CityLine,2:30 PM,11:10 PM,€483,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,9:00 AM,10:50 AM+1,€495,26 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-04
LufthansaOperated by Lufthansa CityLine,12:10 PM,10:50 AM+1,€495,23 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,2:30 PM,10:50 AM+1,€495,21 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-04
LufthansaOperated by Lufthansa CityLine,6:10 PM,10:50 AM+1,€495,17 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,2:30 PM,4:05 PM+1,€509,26 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,6:35 PM,4:05 PM+1,€509,22 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-04
Lufthansa,7:35 PM,4:05 PM+1,€509,21 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-04
EgyptAir,10:05 PM,10:00 AM+1,€516,12 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-04
EgyptAir,3:50 PM,10:00 AM+1,€518,19 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Lufthansa, ITA",9:00 AM,5:05 PM,€537,9 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Lufthansa, ITA",2:30 PM,9:35 AM+1,€537,20 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Lufthansa, ITA",2:30 PM,9:35 AM+1,€537,20 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Lufthansa, ITA",6:05 AM,5:05 PM,€544,12 hr,CDGParis Charles de Gaulle Airport,2024-09-04
"Lufthansa, ITA",7:35 PM,9:35 AM+1,€544,15 hr,CDGParis Charles de Gaulle Airport,2024-09-04
"Austrian, ITA",3:55 PM,9:35 AM+1,€545,18 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Austrian, ITA",3:55 PM,9:35 AM+1,€545,18 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Austrian, ITA",5:55 PM,9:35 AM+1,€545,16 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Austrian, ITA",8:15 PM,9:35 AM+1,€545,14 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Austrian, ITA",8:15 PM,5:05 PM+1,€545,21 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Brussels Airlines, ITA",9:55 AM,9:35 AM+1,€545,24 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Brussels Airlines, ITA",9:55 AM,9:35 AM+1,€545,24 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
Turkish Airlines,7:20 AM,4:15 PM,€546,9 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-04
Turkish Airlines,7:20 AM,10:40 PM,€546,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-04
Turkish Airlines,11:15 AM,10:40 PM,€546,12 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-04
Turkish Airlines,2:10 PM,10:40 PM,€546,9 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-04
Turkish Airlines,2:10 PM,9:05 AM+1,€546,19 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-04
Turkish Airlines,4:05 PM,10:40 PM,€546,7 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
Turkish Airlines,4:05 PM,9:05 AM+1,€546,18 hr,CDGParis Charles de Gaulle Airport,2024-09-04
Turkish Airlines,5:55 PM,9:05 AM+1,€546,16 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-04
Turkish Airlines,7:50 PM,9:05 AM+1,€546,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-04
Royal Jordanian,4:00 PM,12:35 PM+1,€850,21 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-04
"SWISS, LufthansaOperated by Air Baltic, Lufthansa CityLine",6:45 AM,11:10 PM,€861,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-04
"SWISS, LufthansaOperated by Air Baltic",6:45 AM,11:10 PM,€861,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-04
Air Algerie,6:00 PM,8:30 AM+1,€878,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-04
Air Algerie,6:00 PM,6:10 PM+1,€878,25 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-04
"Brussels Airlines, ITA",8:30 AM,9:35 AM+1,€880,26 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-04
Air Algerie,7:40 AM,6:40 PM,€933,12 hr,ORYParis-Orly Airport,2024-09-04
Air Algerie,2:00 PM,6:40 PM,€933,5 hr 40 min,ORYParis-Orly Airport,2024-09-04
Air Algerie,2:00 PM,8:30 AM+1,€933,19 hr 30 min,ORYParis-Orly Airport,2024-09-04
Air Algerie,2:00 PM,6:10 PM+1,€933,29 hr 10 min,ORYParis-Orly Airport,2024-09-04
Air Algerie,8:10 PM,8:30 AM+1,€933,13 hr 20 min,ORYParis-Orly Airport,2024-09-04
Air Algerie,8:10 PM,6:10 PM+1,€933,23 hr,ORYParis-Orly Airport,2024-09-04
Air Algerie,9:00 AM,6:40 PM,€936,10 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-04
Air Algerie,12:15 PM,6:40 PM,€936,7 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-04
Air Algerie,3:30 PM,8:30 AM+1,€936,18 hr,CDGParis Charles de Gaulle Airport,2024-09-04
Air Algerie,9:40 PM,8:30 AM+1,€936,11 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-04
Air Algerie,12:40 PM,8:30 AM+1,€980,20 hr 50 min,ORYParis-Orly Airport,2024-09-04
Air Algerie,12:40 PM,6:10 PM+1,€980,30 hr 30 min,ORYParis-Orly Airport,2024-09-04
Air Algerie,12:40 PM,6:10 PM+1,€980,30 hr 30 min,ORYParis-Orly Airport,2024-09-04
Royal Air Maroc,1:15 PM,4:55 PM+1,"€1,095",28 hr 40 min,ORYParis-Orly Airport,2024-09-04
Royal Air Maroc,9:40 PM,4:55 PM+1,"€1,095",20 hr 15 min,ORYParis-Orly Airport,2024-09-04
Royal Air Maroc,6:30 PM,4:55 PM+1,"€1,097",23 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-04
"SWISS, ITAOperated by Air Baltic",6:45 AM,5:05 PM,"€1,474",11 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-04
"SWISS, ITAOperated by Helvetic",9:45 AM,5:05 PM,"€1,474",8 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-04
Nouvelair Tunisie,9:50 PM,11:20 PM,€94,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-05
Transavia,4:15 PM,5:45 PM,€100,2 hr 30 min,ORYParis-Orly Airport,2024-09-05
Tunisair,8:30 PM,9:55 PM,€104,2 hr 25 min,ORYParis-Orly Airport,2024-09-05
Transavia,6:25 AM,7:55 AM,€94,2 hr 30 min,ORYParis-Orly Airport,2024-09-05
Transavia,9:10 AM,10:40 AM,€100,2 hr 30 min,ORYParis-Orly Airport,2024-09-05
Transavia,8:20 PM,9:50 PM,€100,2 hr 30 min,ORYParis-Orly Airport,2024-09-05
Nouvelair Tunisie,11:35 AM,1:05 PM,€103,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-05
Nouvelair Tunisie,4:35 PM,6:05 PM,€103,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-05
Tunisair,7:50 AM,9:15 AM,€104,2 hr 25 min,ORYParis-Orly Airport,2024-09-05
Tunisair,3:00 PM,4:25 PM,€104,2 hr 25 min,ORYParis-Orly Airport,2024-09-05
Tunisair,10:45 AM,12:10 PM,€105,2 hr 25 min,ORYParis-Orly Airport,2024-09-05
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Nouvelair Tunisie",6:50 AM,12:30 PM,€114,6 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
Vueling,10:30 AM,7:15 PM,€132,9 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05
Vueling,6:45 AM,7:15 PM,€135,13 hr 30 min,ORYParis-Orly Airport,2024-09-05
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Tunisair",1:25 PM,6:20 PM,€137,5 hr 55 min,BVABeauvais–Tillé Airport,2024-09-05
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Tunisair",8:30 AM,12:35 PM,€149,5 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-05
Vueling,1:05 PM,7:15 PM,€152,7 hr 10 min,ORYParis-Orly Airport,2024-09-05
Vueling,9:15 AM,7:15 PM,€165,11 hr,ORYParis-Orly Airport,2024-09-05
Vueling,3:30 PM,7:15 PM,€172,4 hr 45 min,ORYParis-Orly Airport,2024-09-05
ITA,6:10 AM,9:35 AM,€198,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,6:10 AM,5:05 PM,€198,11 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-05
"Tunisair, Tunisair Express",11:45 AM,5:45 PM,€221,7 hr,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",11:45 AM,6:45 PM,€221,8 hr,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",11:45 AM,9:15 PM,€221,10 hr 30 min,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",11:45 AM,9:45 AM+1,€221,23 hr,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",11:45 AM,1:15 PM+1,€221,26 hr 30 min,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",7:45 PM,9:45 AM+1,€221,15 hr,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",7:45 PM,1:15 PM+1,€221,18 hr 30 min,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",7:45 PM,5:45 PM+1,€221,23 hr,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",7:45 PM,9:15 PM+1,€221,26 hr 30 min,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",10:15 PM,9:45 AM+1,€221,12 hr 30 min,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",10:15 PM,1:15 PM+1,€221,16 hr,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",10:15 PM,5:45 PM+1,€221,20 hr 30 min,ORYParis-Orly Airport,2024-09-05
"Tunisair, Tunisair Express",10:15 PM,9:15 PM+1,€221,24 hr,ORYParis-Orly Airport,2024-09-05
Air France,7:25 AM,8:50 AM,€229,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Air France,9:15 AM,10:40 AM,€229,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Air France,4:20 PM,5:45 PM,€229,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
Air France,9:20 PM,10:45 PM,€229,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,11:40 AM,5:05 PM,€234,6 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,11:40 AM,9:35 AM+1,€234,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,7:30 AM,5:05 PM,€257,10 hr 35 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,5:05 PM,€257,10 hr 35 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,5:05 PM,€257,10 hr 35 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,5:05 PM,€257,10 hr 35 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€257,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€257,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€257,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€257,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€257,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€257,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€257,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,7:30 AM,9:35 AM+1,€257,27 hr 5 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,5:05 PM,€257,7 hr 20 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,5:05 PM,€257,7 hr 20 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,9:35 AM+1,€257,23 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,9:35 AM+1,€257,23 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,9:35 AM+1,€257,23 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,9:35 AM+1,€257,23 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,9:35 AM+1,€257,23 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,9:35 AM+1,€257,23 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,9:35 AM+1,€257,23 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,9:35 AM+1,€257,23 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,9:35 AM+1,€257,23 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,10:45 AM,9:35 AM+1,€257,23 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,7:20 PM,9:35 AM+1,€257,15 hr 15 min,ORYParis-Orly Airport,2024-09-05
ITA,7:20 PM,5:10 PM+1,€257,22 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,7:20 PM,5:10 PM+1,€257,22 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,7:20 PM,5:10 PM+1,€257,22 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,7:20 PM,5:10 PM+1,€257,22 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,7:20 PM,5:10 PM+1,€257,22 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,7:20 PM,5:10 PM+1,€257,22 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,7:20 PM,5:10 PM+1,€257,22 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,7:20 PM,5:10 PM+1,€257,22 hr 50 min,ORYParis-Orly Airport,2024-09-05
ITA,9:20 AM,5:05 PM,€258,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,9:20 AM,5:05 PM,€258,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,9:20 AM,5:05 PM,€258,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,7:05 PM,9:35 AM+1,€258,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,9:30 PM,9:35 AM+1,€258,13 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,9:30 PM,5:10 PM+1,€258,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,9:30 PM,5:10 PM+1,€258,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,9:30 PM,5:10 PM+1,€258,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,9:30 PM,5:10 PM+1,€258,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,9:30 PM,5:10 PM+1,€258,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,9:30 PM,5:10 PM+1,€258,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,9:30 PM,5:10 PM+1,€258,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,9:30 PM,5:10 PM+1,€258,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,1:55 PM,5:05 PM,€264,4 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-05
ITA,1:55 PM,9:35 AM+1,€264,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-05
