Compagnie,Heure_du_départ,Heure_arrivée,Prix,Durée,aéroport,jour_du_vol
ITA,10:45 AM,9:35 AM+1,€289,23 hr 50 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,9:35 AM+1,€289,23 hr 50 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,9:35 AM+1,€289,23 hr 50 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,9:35 AM+1,€289,23 hr 50 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,9:35 AM+1,€289,23 hr 50 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€289,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€289,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€289,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€289,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
Lufthansa,9:45 AM,10:55 AM+1,€290,26 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-17
Lufthansa,11:30 AM,10:55 AM+1,€290,24 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17
Lufthansa,2:30 PM,10:55 AM+1,€290,21 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17
Lufthansa,6:35 PM,10:55 AM+1,€290,17 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-17
Lufthansa,7:35 PM,10:55 AM+1,€290,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,11:40 AM,5:05 PM,€290,6 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,1:55 PM,5:05 PM,€290,4 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-17
Lufthansa,2:30 PM,10:55 AM+1,€305,21 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17
Royal Air Maroc,9:15 AM,4:55 PM,€312,8 hr 40 min,ORYParis-Orly Airport,2024-09-17
Royal Air Maroc,9:15 AM,10:50 AM+1,€312,26 hr 35 min,ORYParis-Orly Airport,2024-09-17
Royal Air Maroc,1:15 PM,10:50 AM+1,€312,22 hr 35 min,ORYParis-Orly Airport,2024-09-17
Royal Air Maroc,1:15 PM,4:55 PM+1,€312,28 hr 40 min,ORYParis-Orly Airport,2024-09-17
Royal Air Maroc,5:30 PM,10:50 AM+1,€312,18 hr 20 min,ORYParis-Orly Airport,2024-09-17
Royal Air Maroc,5:30 PM,4:55 PM+1,€312,24 hr 25 min,ORYParis-Orly Airport,2024-09-17
Royal Air Maroc,7:15 PM,10:50 AM+1,€312,16 hr 35 min,ORYParis-Orly Airport,2024-09-17
Royal Air Maroc,7:15 PM,4:55 PM+1,€312,22 hr 40 min,ORYParis-Orly Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",2:35 PM,11:45 AM+1,€313,22 hr 10 min,ORYParis-Orly Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",3:35 PM,11:45 AM+1,€313,21 hr 10 min,ORYParis-Orly Airport,2024-09-17
"Lufthansa, ITA",6:45 AM,5:05 PM,€314,11 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Lufthansa, ITA",6:45 AM,5:05 PM,€314,11 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Lufthansa, ITA",9:00 AM,5:05 PM,€314,9 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",9:15 AM,6:55 AM+1,€315,22 hr 40 min,ORYParis-Orly Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",8:15 PM,6:55 AM+1,€315,11 hr 40 min,ORYParis-Orly Airport,2024-09-17
Royal Air Maroc,6:30 PM,10:50 AM+1,€315,17 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-17
Royal Air Maroc,6:30 PM,4:55 PM+1,€315,23 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",4:00 PM,11:45 AM+1,€317,20 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,10:45 AM,5:05 PM,€319,7 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM,€319,7 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,9:35 AM+1,€319,23 hr 50 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,9:35 AM+1,€319,23 hr 50 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€319,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,4:50 PM,9:35 AM+1,€320,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,9:30 PM,9:35 AM+1,€320,13 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,9:30 PM,5:05 PM+1,€320,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,9:30 PM,5:05 PM+1,€320,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,9:30 PM,5:05 PM+1,€320,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,9:30 PM,5:05 PM+1,€320,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
Lufthansa,2:30 PM,10:55 AM+1,€321,21 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17
Lufthansa,2:30 PM,10:55 AM+1,€321,21 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17
Lufthansa,2:30 PM,10:55 AM+1,€321,21 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Lufthansa, ITA",6:35 PM,9:35 AM+1,€321,16 hr,CDGParis Charles de Gaulle Airport,2024-09-17
"Lufthansa, ITA",7:35 PM,9:35 AM+1,€321,15 hr,CDGParis Charles de Gaulle Airport,2024-09-17
"Austrian, ITA",3:55 PM,9:35 AM+1,€322,18 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Austrian, ITA",3:55 PM,9:35 AM+1,€322,18 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Austrian, ITA",5:55 PM,9:35 AM+1,€322,16 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Austrian, ITA",5:55 PM,5:05 PM+1,€322,24 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Austrian, ITA",8:15 PM,9:35 AM+1,€322,14 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Austrian, ITA",8:15 PM,5:05 PM+1,€322,21 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Austrian, ITA",8:15 PM,5:05 PM+1,€322,21 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Brussels Airlines, ITA",8:30 AM,9:35 AM+1,€322,26 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Brussels Airlines, ITA",9:55 AM,9:35 AM+1,€322,24 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Brussels Airlines, ITA",9:55 AM,9:35 AM+1,€322,24 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",12:15 PM,6:55 AM+1,€332,19 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",12:40 PM,6:55 AM+1,€332,19 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",11:30 AM,6:55 AM+1,€332,20 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",2:00 PM,6:55 AM+1,€332,17 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",7:15 AM,6:55 AM+1,€347,24 hr 40 min,ORYParis-Orly Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",5:15 PM,6:55 AM+1,€347,14 hr 40 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€349,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€349,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€349,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€349,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,9:20 AM,5:05 PM,€350,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,9:20 AM,5:05 PM,€350,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,9:20 AM,5:05 PM,€350,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,7:05 PM,9:35 AM+1,€350,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,9:30 PM,5:05 PM+1,€350,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",6:15 PM,6:55 AM+1,€354,13 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",9:35 PM,6:55 AM+1,€354,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",12:30 PM,11:45 AM+1,€365,24 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",12:10 PM,11:45 AM+1,€366,24 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",1:30 PM,11:45 AM+1,€366,23 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",4:15 PM,6:55 AM+1,€366,15 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",6:30 PM,11:45 AM+1,€366,18 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",9:35 PM,11:45 AM+1,€366,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",11:35 AM,11:45 AM+1,€371,25 hr 10 min,ORYParis-Orly Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",4:35 PM,11:45 AM+1,€371,20 hr 10 min,ORYParis-Orly Airport,2024-09-17
"KM Malta Airlines, ITA",8:55 PM,5:05 PM+1,€371,21 hr 10 min,ORYParis-Orly Airport,2024-09-17
Royal Air MarocOperated by Heston Airlines Uab,9:20 PM,4:55 PM+1,€376,20 hr 35 min,ORYParis-Orly Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",6:05 PM,11:45 AM+1,€376,18 hr 40 min,ORYParis-Orly Airport,2024-09-17
Lufthansa,8:30 PM,10:55 AM+1,€379,15 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17
ITA,9:30 PM,5:05 PM+1,€382,20 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Royal Air MarocOperated by Heston Airlines Uab, Ram Express",12:35 PM,10:50 AM+1,€391,23 hr 15 min,ORYParis-Orly Airport,2024-09-17
"Royal Air MarocOperated by Heston Airlines Uab, Ram Express",12:35 PM,4:55 PM+1,€391,29 hr 20 min,ORYParis-Orly Airport,2024-09-17
Royal Air MarocOperated by Heston Airlines Uab,12:35 PM,4:55 PM+1,€391,29 hr 20 min,ORYParis-Orly Airport,2024-09-17
Royal Air MarocOperated by Ram Express,1:00 PM,10:50 AM+1,€406,22 hr 50 min,ORYParis-Orly Airport,2024-09-17
Royal Air MarocOperated by Ram Express,1:00 PM,4:55 PM+1,€406,28 hr 55 min,ORYParis-Orly Airport,2024-09-17
Royal Air MarocOperated by Ram Express,1:00 PM,4:55 PM+1,€406,28 hr 55 min,ORYParis-Orly Airport,2024-09-17
Royal Air Maroc,1:00 PM,4:55 PM+1,€406,28 hr 55 min,ORYParis-Orly Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",1:05 PM,11:45 AM+1,€415,23 hr 40 min,ORYParis-Orly Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",9:05 PM,11:45 AM+1,€415,15 hr 40 min,ORYParis-Orly Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",9:35 PM,11:45 AM+1,€415,15 hr 10 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€420,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€429,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€429,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
ITA,10:45 AM,5:05 PM+1,€429,31 hr 20 min,ORYParis-Orly Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",7:30 AM,6:55 AM+1,€449,24 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",6:15 PM,6:55 AM+1,€475,13 hr 40 min,ORYParis-Orly Airport,2024-09-17
EgyptAir,3:50 PM,10:00 AM+1,€518,19 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-17
"SWISS, LufthansaOperated by Air Baltic",6:45 AM,3:50 PM,€553,10 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-17
"SWISS, LufthansaOperated by Air Baltic",6:45 AM,3:50 PM,€553,10 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-17
Turkish Airlines,7:20 AM,4:15 PM,€558,9 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-17
Turkish Airlines,11:05 AM,10:40 PM,€558,12 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
Turkish Airlines,12:05 PM,10:40 PM,€558,11 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
Turkish Airlines,2:10 PM,10:40 PM,€558,9 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-17
Turkish Airlines,4:05 PM,10:40 PM,€558,7 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
"Brussels Airlines, Lufthansa",8:30 AM,3:50 PM,€560,8 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-17
Air Algerie,4:55 PM,8:30 AM+1,€795,16 hr 35 min,ORYParis-Orly Airport,2024-09-17
Air Algerie,4:55 PM,6:10 PM+1,€795,26 hr 15 min,ORYParis-Orly Airport,2024-09-17
Air Algerie,7:40 AM,8:30 AM+1,€853,25 hr 50 min,ORYParis-Orly Airport,2024-09-17
Air Algerie,2:00 PM,8:30 AM+1,€853,19 hr 30 min,ORYParis-Orly Airport,2024-09-17
Air Algerie,2:00 PM,6:10 PM+1,€853,29 hr 10 min,ORYParis-Orly Airport,2024-09-17
Air Algerie,12:15 PM,8:30 AM+1,€856,21 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-17
Air Algerie,3:30 PM,8:30 AM+1,€856,18 hr,CDGParis Charles de Gaulle Airport,2024-09-17
Air Algerie,6:00 PM,8:30 AM+1,€856,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-17
Air Algerie,8:10 PM,8:30 AM+1,€856,13 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-17
Air Algerie,9:40 PM,8:30 AM+1,€856,11 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-17
Air Algerie,12:40 PM,8:30 AM+1,€901,20 hr 50 min,ORYParis-Orly Airport,2024-09-17
Air Algerie,12:40 PM,6:10 PM+1,€901,30 hr 30 min,ORYParis-Orly Airport,2024-09-17
Air Algerie,12:40 PM,6:10 PM+1,€901,30 hr 30 min,ORYParis-Orly Airport,2024-09-17
Air Algerie,12:40 PM,6:10 PM+1,€901,30 hr 30 min,ORYParis-Orly Airport,2024-09-17
Air Algerie,7:40 AM,6:10 PM,€933,11 hr 30 min,ORYParis-Orly Airport,2024-09-17
Air Algerie,9:00 AM,6:10 PM,€936,10 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-17
Air Algerie,12:15 PM,6:10 PM,€936,6 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-17
Lufthansa,6:35 PM,11:10 PM+1,"€1,301",29 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
Lufthansa,7:35 PM,11:10 PM+1,"€1,301",28 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-17
Lufthansa,8:30 PM,10:50 AM+2,"€1,335",39 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-17
Transavia,4:15 PM,5:45 PM,€81,2 hr 30 min,ORYParis-Orly Airport,2024-09-19
Tunisair,10:45 AM,12:10 PM,€103,2 hr 25 min,ORYParis-Orly Airport,2024-09-19
Nouvelair Tunisie,11:35 AM,1:05 PM,€103,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-19
Transavia,6:25 AM,7:55 AM,€81,2 hr 30 min,ORYParis-Orly Airport,2024-09-19
Transavia,8:20 PM,9:50 PM,€81,2 hr 30 min,ORYParis-Orly Airport,2024-09-19
Transavia,9:10 AM,10:40 AM,€88,2 hr 30 min,ORYParis-Orly Airport,2024-09-19
Nouvelair Tunisie,9:50 PM,11:20 PM,€94,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-19
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Tunisair",1:25 PM,6:20 PM,€100,5 hr 55 min,BVABeauvais–Tillé Airport,2024-09-19
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Nouvelair Tunisie",6:50 AM,12:30 PM,€110,6 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-19
Tunisair,8:30 PM,9:55 PM,€112,2 hr 25 min,ORYParis-Orly Airport,2024-09-19
Tunisair,3:00 PM,4:25 PM,€113,2 hr 25 min,ORYParis-Orly Airport,2024-09-19
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Tunisair",8:30 AM,12:35 PM,€135,5 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-19
ITA,6:10 AM,9:35 AM,€166,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19
Air France,7:25 AM,8:50 AM,€172,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19
Air France,9:15 AM,10:40 AM,€172,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19
Air FranceOperated by Amelia,4:20 PM,5:45 PM,€172,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19
Air France,9:20 PM,10:45 PM,€172,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19
Lufthansa,6:45 AM,10:50 AM,€195,5 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-19
Lufthansa,9:55 AM,11:10 PM,€202,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-19
Lufthansa,10:35 AM,11:10 PM,€202,13 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-19
Lufthansa,11:30 AM,11:10 PM,€202,12 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-19
LufthansaOperated by Lufthansa CityLine,7:45 PM,11:10 PM,€202,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-19
Lufthansa,6:05 AM,11:10 PM,€217,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-19
Lufthansa,7:25 AM,11:10 PM,€217,16 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-19
